cosine_score,mass_difference,node1,node2
0.9761,-88.052,32379_pos,32726_pos
1,0,13810_pos,13810_pos
1,0,25597_pos,25597_pos
0.8602,44.027,50625_pos,50719_pos
1,0,30884_pos,30884_pos
1,0,198_pos,198_pos
0.9114,-44.063,50184_pos,50916_pos
0.9101,-58.042,50916_pos,51258_pos
1,0,12934_pos,12934_pos
0.8475,-32.026,36174_pos,38611_pos
0.9432,-105.08,3138_pos,5597_pos
0.9702,-44.027,4488_pos,5597_pos
0.9482,-116.085,5597_pos,7226_pos
0.9421,-43.025,5597_pos,6213_pos
0.9381,-115.053,5597_pos,8324_pos
1,0,47973_pos,47973_pos
0.8825,0,12002_pos,16060_pos
0.9365,88.052,52243_pos,52723_pos
0.93,44.026,52243_pos,53342_pos
0.7434,-28.031,2700_pos,3902_pos
1,0,54402_pos,54402_pos
1,0,41649_pos,41649_pos
1,0,3288_pos,3288_pos
0.9362,-132.079,42493_pos,42579_pos
0.9467,-88.052,42579_pos,42632_pos
0.9479,88.052,42579_pos,42580_pos
1,0,32893_pos,32893_pos
0.942,0,17424_pos,23120_pos
1,0,42711_pos,42711_pos
1,0,32841_pos,32841_pos
1,0,7578_pos,7578_pos
0.9517,-16.031,1413_pos,50476_pos
0.9616,16.031,50476_pos,55500_pos
0.8362,79.957,10589_pos,10625_pos
0.7856,-13.979,10625_pos,30787_pos
1,0,4664_pos,4664_pos
0.9096,0,52139_pos,54679_pos
1,0,16609_pos,16609_pos
0.8326,-15.995,52421_pos,53427_pos
0.8506,-15.995,52421_pos,54870_pos
0.8877,0,51582_pos,52421_pos
1,0,46350_pos,46350_pos
0.9561,13.979,26923_pos,31470_pos
0.9544,15.995,23492_pos,31470_pos
0.9561,15.995,21877_pos,31470_pos
0.8796,349.845,317_pos,407_pos
0.9482,-58.042,1118_pos,2749_pos
0.9145,-116.084,8404_pos,16993_pos
0.9097,-13.979,8404_pos,9577_pos
0.9143,-174.126,8404_pos,21603_pos
1,0,11612_pos,11612_pos
0.9735,125.015,11769_pos,12057_pos
0.9406,-88.053,10733_pos,12831_pos
0.8601,28.031,10679_pos,10733_pos
1,0,40674_pos,40674_pos
1,0,4805_pos,4805_pos
1,0,19285_pos,19285_pos
1,0,27621_pos,27621_pos
0.9639,-44.026,32227_pos,32562_pos
0.9618,-18.011,31812_pos,32562_pos
0.9583,70.042,32441_pos,32562_pos
1,0,27923_pos,27923_pos
0.934,-28.031,42196_pos,45898_pos
0.9192,220.131,45898_pos,46178_pos
0.9486,132.079,45898_pos,46136_pos
0.9724,-88.052,51052_pos,51138_pos
0.9706,-28.031,51052_pos,51783_pos
0.9755,-72.057,51052_pos,51768_pos
1,0,33135_pos,33135_pos
0.8408,-0.01,6026_pos,6995_pos
0.8322,-190.084,5046_pos,8560_pos
0.8365,-14.016,5046_pos,8059_pos
0.8566,132.079,49736_pos,49977_pos
0.8831,88.052,49855_pos,49977_pos
0.9437,-14.016,49246_pos,49977_pos
0.8547,-44.026,3268_pos,4849_pos
0.88,-56.034,2445_pos,4849_pos
0.9306,-14.016,23165_pos,25052_pos
0.8574,117.043,23165_pos,33388_pos
1,0,11799_pos,11799_pos
0.9756,-72.057,51172_pos,51762_pos
0.9678,-144.115,51762_pos,52790_pos
0.9783,-216.173,46603_pos,51762_pos
0.9495,17.027,51762_pos,51785_pos
1,0,26055_pos,26055_pos
0.8413,25.02,1242_pos,18087_pos
0.9018,0,41_pos,18087_pos
0.9157,-112.125,11733_pos,46136_pos
0.9633,-72.057,49125_pos,50972_pos
0.9666,44.026,50929_pos,50972_pos
0.9744,-28.031,49026_pos,50972_pos
0.9448,60.021,50972_pos,51687_pos
0.9249,60.021,48870_pos,50972_pos
0.9224,-88.052,14483_pos,15379_pos
0.9121,-44.026,15379_pos,16591_pos
0.9874,44.026,42196_pos,42225_pos
0.9605,-176.105,42086_pos,42196_pos
0.9504,-220.131,41666_pos,42196_pos
1,0,22776_pos,22776_pos
1,0,9398_pos,9398_pos
1,0,37816_pos,37816_pos
0.7932,0.102,4014_pos,4922_pos
0.9696,-125.015,8288_pos,8698_pos
0.8738,0,54585_pos,54855_pos
1,0,21503_pos,21503_pos
0.9147,-14.015,41845_pos,45014_pos
0.9425,-58.042,42385_pos,45014_pos
0.9003,-116.084,39800_pos,45014_pos
1,0,13212_pos,13212_pos
0.9617,-55.99,6901_pos,11609_pos
0.9604,-49.06,6901_pos,12365_pos
0.8813,0.018,22251_pos,22824_pos
0.8137,-100.016,33025_pos,50273_pos
0.8017,-335.194,33025_pos,49567_pos
0.9332,0,33025_pos,50648_pos
0.9283,0,18746_pos,24895_pos
0.9661,-44.026,26210_pos,28502_pos
0.9486,-88.052,26210_pos,29243_pos
0.9344,-27,26210_pos,28202_pos
1,0,21816_pos,21816_pos
0.8668,-390.223,28151_pos,28474_pos
1,0,20671_pos,20671_pos
0.8652,0,26825_pos,33220_pos
1,0,35547_pos,35547_pos
1,0,7157_pos,7157_pos
0.9661,-132.079,8575_pos,10695_pos
0.9653,-88.052,9554_pos,10695_pos
0.8012,-102.068,11987_pos,17604_pos
0.8996,13.979,11828_pos,11987_pos
0.778,-190.12,11987_pos,21210_pos
0.7508,-146.094,11987_pos,19138_pos
1,0,10918_pos,10918_pos
1,0,44229_pos,44229_pos
1,0,32535_pos,32535_pos
1,0,15268_pos,15268_pos
1,0,10705_pos,10705_pos
0.9764,-44.026,11544_pos,14789_pos
0.9786,0,11544_pos,13814_pos
1,0,16564_pos,16564_pos
1,0,42245_pos,42245_pos
1,0,38047_pos,38047_pos
1,0,42262_pos,42262_pos
0.9258,3.019,3563_pos,4382_pos
1,0,48839_pos,48839_pos
1,0,46876_pos,46876_pos
0.9506,0,27812_pos,32174_pos
0.936,0,19003_pos,41266_pos
0.9792,-44.026,18424_pos,18550_pos
0.7532,-126.104,42348_pos,50468_pos
0.8618,135.056,50185_pos,50468_pos
1,0,41359_pos,41359_pos
0.841,-264.121,12140_pos,18682_pos
1,0,3533_pos,3533_pos
1,0,29342_pos,29342_pos
0.7536,-176.108,33943_pos,34977_pos
1,0,15742_pos,15742_pos
0.9781,-44.026,12834_pos,13911_pos
0.7366,-15.007,5070_pos,10528_pos
1,0,55377_pos,55377_pos
0.931,58.005,6667_pos,11000_pos
0.9786,0,8943_pos,11000_pos
0.9441,3.994,35230_pos,36817_pos
0.8451,-42.047,7003_pos,18819_pos
1,0,44008_pos,44008_pos
0.9701,-44.026,41666_pos,42086_pos
0.9457,-28.031,41666_pos,46178_pos
0.9597,-176.105,41666_pos,42225_pos
0.8448,90.068,36140_pos,42829_pos
0.7591,-28.031,42829_pos,46201_pos
0.8847,17.026,42829_pos,44121_pos
0.8472,-200.105,42829_pos,48201_pos
0.7728,-14.016,33156_pos,41514_pos
0.9642,0,33156_pos,34304_pos
0.9417,-88.052,20817_pos,24586_pos
0.9664,0,20817_pos,23479_pos
0.9658,88.052,20817_pos,22219_pos
0.9685,-44.026,17801_pos,20817_pos
1,0,38011_pos,38011_pos
1,0,8302_pos,8302_pos
0.932,0,42191_pos,44631_pos
1,0,17362_pos,17362_pos
1,0,12523_pos,12523_pos
0.9227,-58.042,45090_pos,45355_pos
0.9085,-58.078,45355_pos,47964_pos
0.9436,-116.084,42810_pos,45355_pos
0.8869,-174.089,42965_pos,45355_pos
0.9413,-116.083,45355_pos,48236_pos
1,0,51458_pos,51458_pos
1,0,1678_pos,1678_pos
0.9773,-44.026,24760_pos,26037_pos
0.9664,-27,25115_pos,26037_pos
0.9722,-88.053,26037_pos,26352_pos
0.9149,12.995,2554_pos,4452_pos
0.9364,-17.026,28202_pos,28502_pos
0.9257,-61.052,28202_pos,29243_pos
0.9377,-0.007,2630_pos,3273_pos
0.8053,15.995,42993_pos,43880_pos
0.9003,-105.079,2792_pos,4496_pos
0.9344,-74.037,2565_pos,2792_pos
0.9369,-118.063,2083_pos,2792_pos
0.8603,-44.026,12461_pos,13501_pos
0.9408,-0.036,6216_pos,6389_pos
0.9402,-218.116,8813_pos,14084_pos
1,0,39335_pos,39335_pos
1,0,4557_pos,4557_pos
1,0,3694_pos,3694_pos
1,0,46702_pos,46702_pos
1,0,16386_pos,16386_pos
0.9755,31.99,48742_pos,51783_pos
0.9746,60.021,51138_pos,51783_pos
0.982,15.995,51182_pos,51783_pos
0.9795,88.052,51783_pos,51805_pos
1,0,45652_pos,45652_pos
1,0,25089_pos,25089_pos
0.8556,-135.042,2816_pos,7239_pos
0.9771,-132.079,32596_pos,34391_pos
0.9792,-44.026,33501_pos,34391_pos
1,0,2263_pos,2263_pos
1,0,29227_pos,29227_pos
0.8991,-74.037,41445_pos,43988_pos
0.8734,-28.031,50039_pos,50739_pos
0.9337,-7.043,14695_pos,30342_pos
0.9747,-18.01,14695_pos,15829_pos
0.9127,-128.12,19993_pos,51257_pos
0.9094,-249.194,40947_pos,51257_pos
1,0,45118_pos,45118_pos
1,0,3093_pos,3093_pos
0.7054,-27.047,6319_pos,10526_pos
0.9245,-14.016,6918_pos,16142_pos
0.8192,14.016,16142_pos,18984_pos
1,0,4180_pos,4180_pos
0.8348,44.029,55075_pos,55190_pos
0.876,0,3428_pos,11019_pos
0.9036,-88.053,6406_pos,9404_pos
1,0,39402_pos,39402_pos
1,0,22070_pos,22070_pos
0.9645,-204.1,14295_pos,25293_pos
0.9607,-204.1,16448_pos,25293_pos
0.9669,-14.016,16875_pos,25293_pos
0.9545,-14.016,21212_pos,25293_pos
1,0,12460_pos,12460_pos
1,0,54818_pos,54818_pos
0.9078,-72.062,48678_pos,50577_pos
0.7935,-28.031,48678_pos,51060_pos
0.9605,44.026,13234_pos,14965_pos
0.9607,17.026,13200_pos,14965_pos
0.8387,-94.042,16767_pos,23550_pos
0.7431,18.011,3308_pos,16767_pos
1,0,50123_pos,50123_pos
1,0,37459_pos,37459_pos
1,0,29413_pos,29413_pos
1,0,50837_pos,50837_pos
1,0,2993_pos,2993_pos
0.9369,15.997,48481_pos,50563_pos
0.9387,104.051,48481_pos,50711_pos
0.9419,148.073,48481_pos,50736_pos
1,0,38752_pos,38752_pos
0.8329,-126.141,49975_pos,51010_pos
0.9629,88.052,16471_pos,17974_pos
0.9681,-88.053,14923_pos,16471_pos
0.9698,-44.027,15744_pos,16471_pos
0.9772,-88.052,12255_pos,16877_pos
1,0,40591_pos,40591_pos
1,0,21902_pos,21902_pos
1,0,705_pos,705_pos
0.8886,17.027,9331_pos,10242_pos
0.9148,-220.131,42493_pos,42632_pos
0.9219,-176.105,42580_pos,42632_pos
1,0,40440_pos,40440_pos
0.9504,24.995,50492_pos,55561_pos
0.9575,-16.031,1_pos,55561_pos
0.9516,24.995,51433_pos,55561_pos
0.979,0,55503_pos,55561_pos
0.9698,0,1350_pos,55561_pos
1,0,41480_pos,41480_pos
1,0,6632_pos,6632_pos
1,0,276_pos,276_pos
1,0,48337_pos,48337_pos
1,0,26112_pos,26112_pos
0.9441,-58.042,5315_pos,8758_pos
0.938,-44.027,4073_pos,6432_pos
1,0,34595_pos,34595_pos
0.9262,-104.063,47473_pos,49360_pos
0.9697,44.027,47418_pos,47473_pos
0.9228,176.106,47197_pos,47473_pos
1,0,45064_pos,45064_pos
0.9149,-14.016,35424_pos,38829_pos
0.8681,-113.084,7063_pos,9022_pos
1,0,17529_pos,17529_pos
1,0,47412_pos,47412_pos
0.7781,-0.984,1295_pos,1573_pos
0.879,-0.984,1295_pos,3142_pos
0.7807,41.027,1295_pos,1522_pos
0.858,0,52998_pos,53221_pos
1,0,16790_pos,16790_pos
1,0,47768_pos,47768_pos
1,0,41536_pos,41536_pos
0.9099,0,31705_pos,33540_pos
0.8927,0,25639_pos,31705_pos
0.8505,41.026,52107_pos,55112_pos
0.907,44.026,50297_pos,50399_pos
0.9166,15.995,48112_pos,50399_pos
0.8685,-72.094,42836_pos,49893_pos
0.847,-2.016,42836_pos,45832_pos
1,0,9001_pos,9001_pos
0.9301,0,49872_pos,51537_pos
0.9011,222.056,49872_pos,52039_pos
1,0,49135_pos,49135_pos
0.9147,144.922,39664_pos,40783_pos
0.8381,-17.027,36651_pos,36652_pos
1,0,29919_pos,29919_pos
1,0,6130_pos,6130_pos
1,0,12913_pos,12913_pos
1,0,42333_pos,42333_pos
1,0,918_pos,918_pos
1,0,12437_pos,12437_pos
0.9146,-14.016,4407_pos,6100_pos
0.9725,0,4480_pos,6100_pos
0.9187,-58.042,44278_pos,45519_pos
0.9788,-44.026,5305_pos,6361_pos
0.9817,-44.027,6361_pos,17506_pos
1,0,45171_pos,45171_pos
0.9819,44.026,49629_pos,49687_pos
0.9836,132.078,49048_pos,49629_pos
1,0,13108_pos,13108_pos
0.9124,-234.183,21790_pos,37801_pos
0.8551,-42.01,11103_pos,19898_pos
0.9302,0,15844_pos,19898_pos
0.847,-396.235,16788_pos,26640_pos
0.914,-44.024,16788_pos,17707_pos
0.8987,-176.104,16788_pos,22327_pos
0.9187,-88.053,16788_pos,19833_pos
0.9075,-132.078,16788_pos,21203_pos
0.9278,-14.016,38963_pos,41845_pos
0.9514,-58.042,38963_pos,41375_pos
0.9071,-174.126,38963_pos,45092_pos
0.8739,-18.011,145_pos,212_pos
0.8636,-30.953,145_pos,355_pos
1,0,54042_pos,54042_pos
1,0,6969_pos,6969_pos
1,0,5271_pos,5271_pos
0.9149,-14.014,32091_pos,36145_pos
0.9368,0.008,17573_pos,41321_pos
0.8787,0,33520_pos,41321_pos
1,0,19486_pos,19486_pos
0.8562,17.027,3039_pos,3394_pos
1,0,33324_pos,33324_pos
0.8141,-44.026,44118_pos,44206_pos
0.9365,190.085,39975_pos,43726_pos
0.7831,-172.074,29512_pos,43726_pos
0.8765,18.011,31530_pos,43726_pos
0.8832,104.048,36542_pos,43726_pos
0.7711,-14.016,43726_pos,45862_pos
1,0,49172_pos,49172_pos
0.9206,-44.026,52864_pos,53286_pos
1,0,25072_pos,25072_pos
1,0,15801_pos,15801_pos
0.8531,-88.053,47409_pos,48011_pos
0.8795,-44.026,47728_pos,48011_pos
1,0,39705_pos,39705_pos
0.9239,-14.016,4407_pos,4480_pos
0.7074,-123.032,4480_pos,27634_pos
0.9077,-58.042,8913_pos,11038_pos
1,0,41865_pos,41865_pos
0.9668,0,46834_pos,50614_pos
1,0,17551_pos,17551_pos
1,0,31903_pos,31903_pos
1,0,37123_pos,37123_pos
0.8209,-44.035,7391_pos,8951_pos
0.7352,-44.027,9869_pos,10003_pos
0.9401,-0.061,17265_pos,19056_pos
1,0,4883_pos,4883_pos
1,0,16499_pos,16499_pos
0.9295,-0.178,23640_pos,48112_pos
0.9424,88.052,48112_pos,48283_pos
0.9317,-44.027,52723_pos,54846_pos
0.9281,-88.052,52723_pos,52864_pos
0.9313,-44.026,52723_pos,53342_pos
0.9298,72.058,48373_pos,52723_pos
1,0,7438_pos,7438_pos
1,0,9559_pos,9559_pos
1,0,6414_pos,6414_pos
1,0,8520_pos,8520_pos
1,0,22135_pos,22135_pos
1,0,12765_pos,12765_pos
0.9078,0,40620_pos,41893_pos
0.9436,0,14333_pos,15681_pos
0.7007,15.995,49120_pos,50634_pos
1,0,7814_pos,7814_pos
0.9233,0.057,41112_pos,44705_pos
0.924,0,39082_pos,41112_pos
1,0,30384_pos,30384_pos
1,0,22578_pos,22578_pos
1,0,1993_pos,1993_pos
0.9767,0,4116_pos,5139_pos
0.7884,-82.012,4118_pos,20948_pos
1,0,43087_pos,43087_pos
0.7005,-14.016,16160_pos,31948_pos
0.8994,0.007,17573_pos,30189_pos
0.9593,0,30189_pos,33520_pos
1,0,38182_pos,38182_pos
1,0,10766_pos,10766_pos
0.8305,0,1005_pos,1367_pos
1,0,35864_pos,35864_pos
0.8849,0.036,22917_pos,27708_pos
1,0,49593_pos,49593_pos
1,0,30842_pos,30842_pos
1,0,26345_pos,26345_pos
0.7364,-28.031,44159_pos,47274_pos
1,0,3605_pos,3605_pos
0.9602,-58.042,29760_pos,35362_pos
0.9523,-58.038,9577_pos,13366_pos
0.9404,-58.042,5459_pos,9577_pos
0.9055,-290.209,9577_pos,31186_pos
0.9443,0,29567_pos,35320_pos
1,0,43241_pos,43241_pos
1,0,26918_pos,26918_pos
1,0,33309_pos,33309_pos
1,0,10369_pos,10369_pos
0.7691,0,54109_pos,54480_pos
0.8034,0,53905_pos,54480_pos
1,0,41218_pos,41218_pos
0.9337,-88.052,6432_pos,8235_pos
0.9598,0.021,7143_pos,8235_pos
0.9001,-44.027,52903_pos,53602_pos
0.9031,-0.001,52903_pos,54816_pos
0.9243,0,52362_pos,52903_pos
0.9562,0,52903_pos,53564_pos
0.9556,0,52903_pos,53204_pos
1,0,38322_pos,38322_pos
0.8245,112.1,10641_pos,11804_pos
1,0,3031_pos,3031_pos
0.925,0,28770_pos,35149_pos
0.7021,8.026,1881_pos,5010_pos
0.8352,-42.011,5010_pos,6611_pos
0.9206,132.079,47197_pos,47418_pos
0.9088,44.027,47197_pos,47263_pos
0.9434,-0.039,18068_pos,30839_pos
1,0,5739_pos,5739_pos
0.8699,27.995,9919_pos,9939_pos
0.7135,-88.052,26912_pos,28422_pos
1,0,1138_pos,1138_pos
1,0,21642_pos,21642_pos
0.9725,-27,17028_pos,17470_pos
1,0,8899_pos,8899_pos
1,0,12404_pos,12404_pos
0.7913,-44.026,2921_pos,3518_pos
0.9404,-88.053,22358_pos,23499_pos
0.8225,-88.052,681_pos,2602_pos
0.7891,-44.026,1935_pos,2602_pos
0.7972,-13.979,2602_pos,2774_pos
0.8395,-44.026,2602_pos,3125_pos
0.8283,-14.016,37475_pos,40574_pos
1,0,39781_pos,39781_pos
1,0,42211_pos,42211_pos
1,0,51286_pos,51286_pos
1,0,2074_pos,2074_pos
1,0,21026_pos,21026_pos
1,0,4699_pos,4699_pos
1,0,46071_pos,46071_pos
0.8471,-44.026,9105_pos,9712_pos
1,0,4023_pos,4023_pos
0.8305,-13.979,35706_pos,37356_pos
0.8262,0.011,35706_pos,39028_pos
1,0,4880_pos,4880_pos
0.9253,17.026,13206_pos,13557_pos
1,0,25743_pos,25743_pos
0.9423,-14.015,12348_pos,15396_pos
0.8309,13.032,28605_pos,45840_pos
1,0,33517_pos,33517_pos
1,0,4614_pos,4614_pos
0.9255,13.98,48152_pos,48174_pos
0.8478,-42.083,48152_pos,50443_pos
0.8915,-88.052,8590_pos,10679_pos
1,0,7049_pos,7049_pos
1,0,45336_pos,45336_pos
1,0,28964_pos,28964_pos
1,0,33267_pos,33267_pos
0.7078,-30.047,6105_pos,6537_pos
1,0,55280_pos,55280_pos
0.9341,-88.053,12718_pos,13219_pos
0.8804,-2.014,45465_pos,46258_pos
0.9116,18.012,45587_pos,46258_pos
1,0,32183_pos,32183_pos
1,0,51105_pos,51105_pos
0.7993,-17.034,12968_pos,14939_pos
0.8669,0.05,514_pos,4084_pos
1,0,20129_pos,20129_pos
1,0,38387_pos,38387_pos
0.823,-87.05,30266_pos,32206_pos
0.7251,-131.076,30266_pos,32290_pos
1,0,50187_pos,50187_pos
1,0,5872_pos,5872_pos
0.8822,-146.058,36715_pos,42854_pos
0.7614,100.095,36627_pos,36715_pos
0.9612,-0.001,36715_pos,41667_pos
0.9646,-132.079,42086_pos,42225_pos
0.9061,0,36008_pos,37490_pos
0.9919,0,3446_pos,5016_pos
0.9843,-44.033,3446_pos,5522_pos
0.9793,-88.059,3446_pos,7370_pos
0.9867,-44.034,3446_pos,6310_pos
1,0,42544_pos,42544_pos
0.9526,0,22669_pos,29350_pos
1,0,25255_pos,25255_pos
0.8931,30.011,39763_pos,42215_pos
0.8084,60.021,41229_pos,42215_pos
0.7735,-30.011,40005_pos,42215_pos
0.9136,0.114,41622_pos,41627_pos
1,0,44913_pos,44913_pos
0.9167,132.079,54790_pos,54791_pos
0.9196,0.011,3782_pos,4536_pos
0.88,0,13850_pos,15788_pos
1,0,48725_pos,48725_pos
0.9731,-220.131,17028_pos,21077_pos
0.9724,-264.158,17028_pos,21936_pos
0.9835,-209.131,4819_pos,17028_pos
1,0,50328_pos,50328_pos
0.8759,0,6038_pos,8953_pos
0.9645,0,52492_pos,53167_pos
0.9493,0,53167_pos,54558_pos
0.9317,44.026,49736_pos,49855_pos
1,0,34993_pos,34993_pos
1,0,32312_pos,32312_pos
0.8603,0,36787_pos,37762_pos
1,0,950_pos,950_pos
0.8827,35.931,3368_pos,4452_pos
0.9075,-0.036,38652_pos,39021_pos
0.9901,0,53077_pos,53874_pos
0.9863,0,52697_pos,53077_pos
1,0,52765_pos,52765_pos
0.9547,-88.053,13200_pos,14117_pos
0.9577,-27,13200_pos,13234_pos
0.8662,-1.003,739_pos,1470_pos
1,0,39699_pos,39699_pos
1,0,47788_pos,47788_pos
1,0,2024_pos,2024_pos
0.8813,-72.058,51161_pos,51697_pos
0.8209,64.042,193_pos,212_pos
0.7587,-152.06,5474_pos,19743_pos
0.851,-272.058,5474_pos,8023_pos
0.7016,-58.078,47792_pos,49233_pos
0.7159,-0.036,47792_pos,48559_pos
0.8968,-28.031,48336_pos,49919_pos
0.9528,-58.042,33816_pos,37496_pos
0.9404,-14.016,33816_pos,38935_pos
0.9242,-14.016,20211_pos,31948_pos
0.9514,0,15979_pos,31948_pos
1,0,45647_pos,45647_pos
1,0,44106_pos,44106_pos
1,0,32170_pos,32170_pos
0.9795,-88.053,8546_pos,10903_pos
0.9819,-44.026,10903_pos,11999_pos
0.9842,-44.026,9753_pos,10903_pos
0.7643,-28.031,1564_pos,2037_pos
0.9479,0,23124_pos,28613_pos
0.9062,-58.042,45041_pos,46101_pos
1,0,49130_pos,49130_pos
1,0,39807_pos,39807_pos
0.9767,0,3893_pos,5456_pos
1,0,43786_pos,43786_pos
1,0,32255_pos,32255_pos
0.9003,0,12284_pos,15016_pos
1,0,45133_pos,45133_pos
1,0,28681_pos,28681_pos
1,0,8274_pos,8274_pos
1,0,4571_pos,4571_pos
1,0,39365_pos,39365_pos
0.8605,-56.039,14089_pos,46720_pos
0.8683,41.888,41689_pos,46720_pos
0.8987,117.896,41706_pos,46720_pos
0.7749,119.893,41740_pos,46720_pos
0.8948,-14.016,45024_pos,46850_pos
0.9354,0,43081_pos,45024_pos
1,0,35466_pos,35466_pos
0.7159,-88.091,10244_pos,25092_pos
1,0,33151_pos,33151_pos
1,0,49694_pos,49694_pos
1,0,337_pos,337_pos
1,0,8319_pos,8319_pos
0.9643,-174.126,27118_pos,38568_pos
1,0,11450_pos,11450_pos
0.9615,44.026,17496_pos,18425_pos
0.95,-44.026,17496_pos,19352_pos
0.7806,-45.058,5677_pos,9216_pos
1,0,48282_pos,48282_pos
0.8705,-15.995,44164_pos,45429_pos
0.8898,-30.01,40341_pos,45429_pos
1,0,52616_pos,52616_pos
0.7994,-44.026,2086_pos,2774_pos
0.842,-13.979,1935_pos,2086_pos
0.8119,-102.032,1050_pos,2086_pos
1,0,43470_pos,43470_pos
1,0,4871_pos,4871_pos
0.9681,0,14923_pos,17974_pos
0.9684,44.026,15744_pos,17974_pos
1,0,6200_pos,6200_pos
0.7655,15.995,25929_pos,37115_pos
0.7735,2.016,25929_pos,27485_pos
0.9111,-58.042,41375_pos,43433_pos
0.9259,-116.084,41375_pos,45092_pos
1,0,36825_pos,36825_pos
0.907,0,46850_pos,48238_pos
1,0,25349_pos,25349_pos
0.9378,-176.109,17957_pos,23499_pos
0.97,44.026,17801_pos,22219_pos
0.9586,-44.026,17801_pos,23479_pos
1,0,20070_pos,20070_pos
1,0,52259_pos,52259_pos
1,0,46356_pos,46356_pos
0.8997,148.089,48305_pos,50300_pos
1,0,7878_pos,7878_pos
1,0,11098_pos,11098_pos
0.7276,-154.136,49574_pos,51935_pos
0.8654,43.99,32505_pos,40341_pos
0.9318,-14.016,40341_pos,44164_pos
1,0,38040_pos,38040_pos
0.7855,0,54106_pos,54500_pos
0.7327,0,53675_pos,54500_pos
0.916,-174.125,39216_pos,45420_pos
0.929,-58.042,39216_pos,41845_pos
0.9401,-290.173,39216_pos,46699_pos
0.9003,13.979,39180_pos,39216_pos
0.8042,-28.032,49333_pos,50345_pos
0.7479,13.979,49333_pos,49370_pos
1,0,1245_pos,1245_pos
1,0,29530_pos,29530_pos
0.9699,27,40484_pos,40753_pos
0.9742,-71.026,40753_pos,41123_pos
0.9624,-132.079,40753_pos,40826_pos
0.969,60.021,50609_pos,51586_pos
0.9769,104.047,50609_pos,51604_pos
0.9858,44.026,50609_pos,50714_pos
0.9658,148.073,50609_pos,51616_pos
0.9372,-58.042,47200_pos,47964_pos
0.9199,-58.005,47964_pos,48236_pos
0.905,-116.12,45090_pos,47964_pos
0.9819,-0.036,41675_pos,41848_pos
0.9427,88.053,47371_pos,47575_pos
0.9298,176.105,47371_pos,47744_pos
0.8208,16.005,27682_pos,29219_pos
0.8551,0,46_pos,19370_pos
0.774,-14.016,6497_pos,13303_pos
0.7387,-107.964,6497_pos,37334_pos
0.792,-118.099,42006_pos,44118_pos
0.9212,0,13960_pos,17107_pos
1,0,25832_pos,25832_pos
1,0,5617_pos,5617_pos
0.953,28.031,14084_pos,16448_pos
0.8925,0,27018_pos,29220_pos
0.8645,-78.005,41689_pos,41740_pos
0.7894,1.77,41740_pos,41743_pos
0.8123,-1.997,41706_pos,41740_pos
0.932,0,33756_pos,36421_pos
1,0,54392_pos,54392_pos
1,0,9648_pos,9648_pos
0.9304,-14.016,39558_pos,43041_pos
1,0,17468_pos,17468_pos
0.8917,76.028,1293_pos,2000_pos
0.8278,-0.036,36760_pos,38981_pos
1,0,39513_pos,39513_pos
1,0,475_pos,475_pos
1,0,11922_pos,11922_pos
0.892,-30.011,43273_pos,44101_pos
0.8854,-44.063,31975_pos,43273_pos
1,0,11310_pos,11310_pos
0.9121,-115.052,19248_pos,22157_pos
0.9133,-120.079,14372_pos,22157_pos
0.9313,-71.026,19988_pos,22157_pos
1,0,291_pos,291_pos
0.9079,-137.105,14372_pos,20242_pos
0.9547,-44.026,26859_pos,28150_pos
0.9073,0,45989_pos,54925_pos
0.8476,-1.006,28265_pos,30342_pos
1,0,41691_pos,41691_pos
1,0,11884_pos,11884_pos
0.9336,-27,6423_pos,8332_pos
0.9321,-44.026,6423_pos,7081_pos
0.941,-44.026,6423_pos,8057_pos
1,0,18530_pos,18530_pos
0.9399,0.157,48685_pos,48741_pos
0.7543,-44.062,51497_pos,51698_pos
0.9806,0,12589_pos,14789_pos
0.9795,44.026,12589_pos,13814_pos
0.8973,17.026,20797_pos,20815_pos
0.8718,0,20797_pos,24390_pos
0.8722,53.041,20797_pos,20948_pos
1,0,8605_pos,8605_pos
1,0,8611_pos,8611_pos
1,0,38939_pos,38939_pos
0.9683,1.046,5400_pos,39588_pos
0.9723,8.921,5400_pos,49618_pos
0.9647,8.945,3893_pos,5400_pos
0.9701,6.978,5400_pos,40467_pos
1,0,1728_pos,1728_pos
0.8741,0.001,27906_pos,29638_pos
1,0,50244_pos,50244_pos
0.9362,0,15977_pos,20781_pos
0.917,0,21191_pos,23934_pos
1,0,2985_pos,2985_pos
1,0,13590_pos,13590_pos
1,0,3917_pos,3917_pos
0.9069,-44.026,15333_pos,15997_pos
0.9084,-88.052,15997_pos,17417_pos
0.9046,-44.026,15997_pos,16597_pos
0.7467,-27.995,1565_pos,1573_pos
0.7422,30.011,1573_pos,2697_pos
1,0,53129_pos,53129_pos
1,0,42729_pos,42729_pos
0.901,0,41866_pos,45558_pos
0.9731,-44.026,3882_pos,4967_pos
1,0,40313_pos,40313_pos
1,0,47795_pos,47795_pos
1,0,37908_pos,37908_pos
0.9525,14.016,879_pos,888_pos
0.9358,59.037,33480_pos,43134_pos
0.9307,79.042,33480_pos,48278_pos
0.9415,-72.058,51912_pos,52116_pos
0.9447,-61.053,51839_pos,51912_pos
0.9661,44.026,51827_pos,51912_pos
1,0,7751_pos,7751_pos
