cosine_score,mass_difference,node1,node2
1,0,19752_pos,19752_pos
0.8482,-44.026,17252_pos,18177_pos
0.812,206.116,16597_pos,17252_pos
0.93,17.027,17128_pos,17196_pos
0.866,43.99,11983_pos,17128_pos
1,0,20841_pos,20841_pos
1,0,42917_pos,42917_pos
0.9643,-14.016,1942_pos,5363_pos
0.9376,-14.016,5363_pos,8813_pos
1,0,2908_pos,2908_pos
0.9697,-14.016,14295_pos,17786_pos
0.9578,-190.084,17786_pos,25293_pos
0.9531,14.016,14084_pos,17786_pos
0.9632,-14.015,16448_pos,17786_pos
0.9659,-204.1,17786_pos,28542_pos
1,0,25395_pos,25395_pos
1,0,9994_pos,9994_pos
1,0,32365_pos,32365_pos
1,0,8887_pos,8887_pos
0.8197,-0.001,52872_pos,54521_pos
1,0,11669_pos,11669_pos
1,0,2247_pos,2247_pos
0.9109,-14.016,20789_pos,27381_pos
0.8944,-132.079,20215_pos,21670_pos
0.9184,-88.053,21358_pos,21670_pos
1,0,26414_pos,26414_pos
0.7618,2.016,1784_pos,1812_pos
1,0,28543_pos,28543_pos
1,0,29192_pos,29192_pos
1,0,4343_pos,4343_pos
1,0,2060_pos,2060_pos
1,0,23636_pos,23636_pos
1,0,922_pos,922_pos
0.7769,139.038,5067_pos,5196_pos
1,0,46285_pos,46285_pos
1,0,43906_pos,43906_pos
0.9393,-0.036,29999_pos,35367_pos
0.9039,0,31968_pos,35997_pos
0.9472,0,24997_pos,30619_pos
0.8978,-132.079,6406_pos,10411_pos
0.9212,-44.026,9404_pos,10411_pos
1,0,14267_pos,14267_pos
0.8626,44.026,49094_pos,49134_pos
0.7245,-126.141,26641_pos,49134_pos
0.7258,88.053,49134_pos,49162_pos
0.8305,44.026,49134_pos,49232_pos
0.7947,-44.026,37884_pos,38273_pos
1,0,9742_pos,9742_pos
0.9338,0.003,12845_pos,13665_pos
0.8253,-18.048,9294_pos,10072_pos
0.9352,0,10072_pos,12673_pos
1,0,54757_pos,54757_pos
0.9569,-61.053,29619_pos,31717_pos
0.9763,-44.026,29582_pos,31717_pos
0.9595,-88.052,30346_pos,31717_pos
0.8261,-16.031,1036_pos,2033_pos
0.9392,-216.173,40573_pos,51172_pos
0.9369,-432.345,40573_pos,52790_pos
0.922,-271.203,40573_pos,51785_pos
0.9485,-72.057,40573_pos,46603_pos
0.944,-288.23,40573_pos,51762_pos
1,0,45138_pos,45138_pos
0.9748,0,37118_pos,39117_pos
0.9706,-8.943,6157_pos,37118_pos
1,0,16383_pos,16383_pos
1,0,3918_pos,3918_pos
0.8807,0.014,1325_pos,1785_pos
0.9449,28.031,47648_pos,55242_pos
0.9443,-15.995,47648_pos,52434_pos
1,0,5844_pos,5844_pos
0.9416,-14.016,27561_pos,31017_pos
1,0,23856_pos,23856_pos
0.94,-21.984,5495_pos,5900_pos
0.8691,32.026,19091_pos,21191_pos
0.9025,32.026,19091_pos,23934_pos
1,0,36990_pos,36990_pos
0.9174,-237.158,48443_pos,48575_pos
0.8846,-413.263,47727_pos,48575_pos
1,0,45076_pos,45076_pos
0.9718,-61.053,51318_pos,51732_pos
0.9633,-72.058,50049_pos,51318_pos
0.9814,-28.031,49499_pos,51318_pos
0.903,-361.879,115_pos,187_pos
0.9028,98.003,115_pos,324_pos
0.9192,-145.936,115_pos,364_pos
0.8422,-161.913,115_pos,381_pos
1,0,33168_pos,33168_pos
0.9053,0,32901_pos,34539_pos
0.9801,176.105,48971_pos,49629_pos
0.9711,220.131,48971_pos,49687_pos
0.9869,44.026,48971_pos,49048_pos
0.8697,15.995,50184_pos,51106_pos
0.8594,-100.089,48680_pos,51106_pos
0.9131,60.058,50916_pos,51106_pos
1,0,21406_pos,21406_pos
1,0,52230_pos,52230_pos
0.8674,0,15704_pos,18101_pos
0.9342,0,21637_pos,22633_pos
0.8844,0,17670_pos,21637_pos
0.9514,-44.026,14342_pos,15218_pos
0.9069,-176.105,15218_pos,20242_pos
0.8587,0,199_pos,55102_pos
0.8486,31.927,145_pos,199_pos
1,0,842_pos,842_pos
1,0,9860_pos,9860_pos
0.8707,58.005,49953_pos,50053_pos
0.9035,-58.042,50053_pos,50661_pos
0.8973,-58.041,49443_pos,50053_pos
0.8606,-232.166,46952_pos,50053_pos
0.8648,-191.151,47927_pos,50053_pos
1,0,19281_pos,19281_pos
0.8676,15.995,1339_pos,2388_pos
0.8342,30.011,1339_pos,3703_pos
1,0,28825_pos,28825_pos
0.8195,-72.057,51558_pos,51840_pos
0.8616,-14.016,19247_pos,27561_pos
0.9763,0,6668_pos,7972_pos
0.9413,-44.026,6589_pos,7972_pos
1,0,46396_pos,46396_pos
1,0,2378_pos,2378_pos
1,0,21074_pos,21074_pos
0.8785,-28.031,3997_pos,5060_pos
0.9142,-44.026,5060_pos,5732_pos
0.9274,0,1513_pos,2337_pos
0.8025,-303.1,8023_pos,13720_pos
1,0,51958_pos,51958_pos
0.882,-17.026,38794_pos,38841_pos
1,0,39855_pos,39855_pos
1,0,39331_pos,39331_pos
1,0,14290_pos,14290_pos
1,0,17435_pos,17435_pos
1,0,47844_pos,47844_pos
0.9218,15.995,43556_pos,46441_pos
0.9367,-147.126,51695_pos,52116_pos
0.9496,-75.069,51695_pos,51912_pos
0.9126,-0.036,51236_pos,51695_pos
0.9293,-119.095,51695_pos,51827_pos
0.9743,-14.016,51695_pos,51839_pos
1,0,46011_pos,46011_pos
1,0,16623_pos,16623_pos
0.9589,-88.052,18775_pos,24130_pos
0.9806,-88.052,17581_pos,18775_pos
0.9623,-44.026,18775_pos,19351_pos
0.8611,0,53948_pos,54376_pos
0.8444,0,53319_pos,54376_pos
0.756,-44.026,24284_pos,25270_pos
0.838,-88.052,22063_pos,23661_pos
0.8643,-14.016,22853_pos,26213_pos
0.807,-88.052,25760_pos,26213_pos
0.9562,44.026,45685_pos,45742_pos
0.9558,132.079,45444_pos,45742_pos
0.9498,71.026,45679_pos,45742_pos
0.949,-88.052,45160_pos,45742_pos
0.9561,88.053,45522_pos,45742_pos
1,0,14635_pos,14635_pos
0.8524,44.026,39151_pos,50039_pos
0.8961,271.251,38982_pos,39151_pos
0.8325,2.016,36821_pos,39151_pos
0.9062,-56.063,39151_pos,46722_pos
0.9226,-88.053,15556_pos,18425_pos
0.8968,-176.105,15556_pos,19352_pos
0.8913,-132.079,15556_pos,17496_pos
1,0,3010_pos,3010_pos
0.9024,-88.052,26410_pos,28679_pos
0.8194,-132.079,25831_pos,28679_pos
0.8719,88.052,28679_pos,28860_pos
1,0,36218_pos,36218_pos
0.9548,-264.157,32596_pos,34809_pos
0.9644,-176.105,33501_pos,34809_pos
0.9766,-132.079,34391_pos,34809_pos
1,0,33000_pos,33000_pos
1,0,27816_pos,27816_pos
0.8354,-45.988,5189_pos,30729_pos
1,0,16779_pos,16779_pos
1,0,20763_pos,20763_pos
0.9325,-0.001,27179_pos,31076_pos
0.8613,0,25701_pos,31076_pos
0.9758,-44.026,12766_pos,13814_pos
0.9768,-88.053,12766_pos,14789_pos
0.9755,88.053,12589_pos,12766_pos
0.9751,44.026,11544_pos,12766_pos
0.8891,-14.016,45420_pos,46820_pos
0.8884,-232.168,39800_pos,46820_pos
0.9552,-174.126,42385_pos,46820_pos
0.9608,-116.084,45014_pos,46820_pos
0.9754,-58.042,41401_pos,44038_pos
0.9571,-14.016,39486_pos,41401_pos
0.9567,-116.084,41401_pos,45032_pos
1,0,53918_pos,53918_pos
0.9285,13.979,6480_pos,7697_pos
1,0,46021_pos,46021_pos
1,0,22241_pos,22241_pos
0.9846,-44.026,16839_pos,17572_pos
0.9263,0,12847_pos,15406_pos
0.8742,0,11469_pos,15406_pos
0.8966,0.036,15406_pos,17216_pos
1,0,8561_pos,8561_pos
1,0,32566_pos,32566_pos
1,0,5018_pos,5018_pos
1,0,39768_pos,39768_pos
1,0,4427_pos,4427_pos
1,0,473_pos,473_pos
0.8222,-88.052,32987_pos,33652_pos
1,0,51869_pos,51869_pos
1,0,39033_pos,39033_pos
0.9241,-200.105,31982_pos,41760_pos
0.8789,-128.047,36140_pos,41760_pos
0.8989,235.142,41760_pos,44121_pos
0.9123,218.116,41760_pos,42829_pos
0.7998,18.011,41760_pos,48201_pos
0.7414,-15.085,34810_pos,41278_pos
0.8578,45.058,41278_pos,41871_pos
0.8405,45.159,41278_pos,41403_pos
1,0,40226_pos,40226_pos
0.8873,0,15982_pos,23831_pos
0.9541,0,53968_pos,54719_pos
0.9375,-96.983,49038_pos,54719_pos
0.9187,-14.015,31391_pos,36808_pos
1,0,4690_pos,4690_pos
0.8745,-176.106,25780_pos,28637_pos
1,0,35888_pos,35888_pos
1,0,1154_pos,1154_pos
0.9067,0,53582_pos,54587_pos
0.9066,0,54430_pos,54587_pos
0.8882,27.995,10257_pos,12108_pos
0.9198,-27,10257_pos,13387_pos
0.9629,-88.052,10257_pos,15367_pos
0.8963,-16.031,10257_pos,14623_pos
0.8716,4.031,18026_pos,25777_pos
1,0,48435_pos,48435_pos
1,0,4938_pos,4938_pos
1,0,43170_pos,43170_pos
1,0,21293_pos,21293_pos
1,0,2005_pos,2005_pos
0.909,-44.026,30645_pos,31096_pos
0.929,-44.026,30141_pos,30645_pos
0.9307,-132.079,28804_pos,30645_pos
0.8459,-176.105,28021_pos,30645_pos
1,0,44703_pos,44703_pos
0.9611,0,19621_pos,22232_pos
0.9587,0,16418_pos,19621_pos
0.935,0,19621_pos,26924_pos
0.9803,88.052,41153_pos,41481_pos
0.9802,-61.053,41153_pos,41628_pos
0.9828,-17.027,41153_pos,41557_pos
1,0,850_pos,850_pos
0.9185,0.114,40813_pos,41627_pos
0.9724,0,40813_pos,41622_pos
1,0,6977_pos,6977_pos
1,0,34995_pos,34995_pos
1,0,27723_pos,27723_pos
0.8848,-17.973,211_pos,269_pos
0.8323,-18.011,259_pos,269_pos
0.8488,23.054,208_pos,269_pos
0.7587,-28.032,41500_pos,43325_pos
0.847,44.027,39312_pos,41500_pos
0.7051,88.053,37407_pos,41500_pos
0.8761,-92.028,37613_pos,41500_pos
0.8985,-44.026,8321_pos,8332_pos
0.9297,17.027,6423_pos,8321_pos
1,0,45981_pos,45981_pos
1,0,3907_pos,3907_pos
0.8731,-132.079,22898_pos,25220_pos
1,0,2457_pos,2457_pos
1,0,37984_pos,37984_pos
1,0,1603_pos,1603_pos
0.9125,79.981,315_pos,415_pos
0.9035,-88.931,308_pos,315_pos
0.939,-111.948,315_pos,324_pos
0.7888,76.016,17525_pos,17663_pos
0.8245,-25.979,3240_pos,17663_pos
1,0,48279_pos,48279_pos
0.9613,0,27058_pos,30778_pos
0.9573,0,30778_pos,34924_pos
0.9354,0,28889_pos,30778_pos
0.9451,-218.131,30778_pos,36544_pos
1,0,44222_pos,44222_pos
1,0,9429_pos,9429_pos
1,0,35872_pos,35872_pos
0.9221,0,53582_pos,54430_pos
0.8401,-28.032,53582_pos,55243_pos
1,0,34842_pos,34842_pos
0.9659,0,21077_pos,23361_pos
0.964,44.026,21936_pos,23361_pos
0.9659,88.052,22857_pos,23361_pos
0.9157,-14.016,35207_pos,38963_pos
0.9108,-116.047,35207_pos,39806_pos
0.9,-174.089,35207_pos,42698_pos
0.8203,0,3294_pos,4259_pos
0.8468,-18.011,187_pos,258_pos
0.9063,459.881,187_pos,324_pos
0.8721,215.943,187_pos,364_pos
0.8757,-273.861,187_pos,359_pos
0.9178,-176.105,28804_pos,31096_pos
0.9575,-88.053,28804_pos,30141_pos
0.8681,-44.026,28021_pos,28804_pos
1,0,7782_pos,7782_pos
0.7436,-12.036,39642_pos,46923_pos
1,-0.008,40334_pos,40351_pos
1,0,883_pos,883_pos
0.8997,2.969,14429_pos,38506_pos
0.9645,-14.016,4967_pos,6910_pos
0.9631,-58.042,3882_pos,6910_pos
0.9382,-176.104,41758_pos,42486_pos
0.9488,132.078,42486_pos,42502_pos
0.9467,-88.052,42486_pos,42574_pos
1,0,16648_pos,16648_pos
0.9806,-61.053,10903_pos,11985_pos
1,0,683_pos,683_pos
1,0,1968_pos,1968_pos
1,0,15658_pos,15658_pos
1,0,48805_pos,48805_pos
1,0,10756_pos,10756_pos
0.9697,-44.026,11360_pos,12468_pos
0.9773,-44.026,12468_pos,12834_pos
0.971,-88.053,12468_pos,13911_pos
1,0,1626_pos,1626_pos
1,0,50026_pos,50026_pos
0.9798,88.052,50609_pos,50810_pos
0.9669,60.021,50810_pos,51616_pos
0.979,15.995,50810_pos,51604_pos
0.9835,44.026,50714_pos,50810_pos
1,0,38804_pos,38804_pos
0.9271,-176.141,27558_pos,37801_pos
0.9718,-58.042,21790_pos,27558_pos
1,0,8832_pos,8832_pos
0.9326,-58.042,51098_pos,51347_pos
0.8826,14.016,2388_pos,3703_pos
0.8727,30.011,2388_pos,8230_pos
1,0,39386_pos,39386_pos
1,0,39293_pos,39293_pos
1,0,35811_pos,35811_pos
0.9147,44.026,28904_pos,30058_pos
0.9136,-88.052,30141_pos,31096_pos
0.8334,-220.131,28021_pos,31096_pos
1,0,41135_pos,41135_pos
1,0,26531_pos,26531_pos
1,0,44279_pos,44279_pos
1,0,3395_pos,3395_pos
0.9334,44.018,6773_pos,7379_pos
0.8362,-17.035,5709_pos,7379_pos
1,0,23299_pos,23299_pos
1,0,43116_pos,43116_pos
1,0,27290_pos,27290_pos
0.9043,-61.053,13813_pos,14558_pos
0.9004,27,13557_pos,14558_pos
0.9485,44.026,13206_pos,14558_pos
0.9069,-14.016,2317_pos,4338_pos
1,0,41113_pos,41113_pos
1,0,7931_pos,7931_pos
0.9177,0,47654_pos,51392_pos
0.8801,-104.045,7651_pos,25777_pos
0.8238,-42.01,33025_pos,41966_pos
0.8123,42.011,41966_pos,50648_pos
0.9464,0,22956_pos,30205_pos
1,0,16482_pos,16482_pos
1,0,7137_pos,7137_pos
0.7397,-43.014,48070_pos,50352_pos
0.8307,-0.005,48070_pos,48957_pos
1,0,9307_pos,9307_pos
0.9001,-44.026,13501_pos,14863_pos
0.8666,32.026,4740_pos,4913_pos
0.9485,-174.125,28344_pos,39486_pos
1,0,33209_pos,33209_pos
1,0,47055_pos,47055_pos
0.9127,14.016,22458_pos,23111_pos
0.91,-14.016,22458_pos,29620_pos
0.9184,-0.036,18029_pos,22458_pos
0.9121,-14.016,22458_pos,26139_pos
1,0,26249_pos,26249_pos
1,0,3558_pos,3558_pos
0.9089,-116.083,48680_pos,50184_pos
0.8701,0,48287_pos,50125_pos
0.9304,0,18360_pos,25850_pos
0.9477,0,25850_pos,27207_pos
0.9796,44.026,13181_pos,14527_pos
0.981,-88.053,10870_pos,13181_pos
0.9822,-132.079,10004_pos,13181_pos
0.9666,-44.026,14140_pos,15138_pos
0.9607,-88.052,11993_pos,14140_pos
0.8034,15.047,10302_pos,19779_pos
0.7458,15.047,12119_pos,19779_pos
0.8081,-128.084,8225_pos,19779_pos
0.8512,-39.995,1423_pos,1948_pos
0.8168,60.021,704_pos,1423_pos
0.8209,-98.073,1423_pos,9267_pos
0.8562,-42.047,1423_pos,2238_pos
0.7838,-12.036,1423_pos,3971_pos
0.7955,-55.969,1423_pos,26448_pos
0.9117,-100.967,35005_pos,39191_pos
0.8763,-28.031,46624_pos,48564_pos
0.8462,-18.995,43998_pos,46624_pos
0.905,18.01,46624_pos,47008_pos
1,0,51116_pos,51116_pos
1,0,8517_pos,8517_pos
1,0,22480_pos,22480_pos
1,0,30608_pos,30608_pos
1,0,12932_pos,12932_pos
1,0,33373_pos,33373_pos
1,0,14645_pos,14645_pos
0.7809,-14.016,42556_pos,46767_pos
0.8827,-17.027,35785_pos,37860_pos
0.8761,-14.016,30860_pos,37860_pos
0.8869,2.016,37860_pos,51472_pos
0.763,-70.042,21845_pos,43041_pos
0.7801,-56.026,21845_pos,39558_pos
1,0,7942_pos,7942_pos
0.7197,-116.083,51492_pos,51771_pos
0.8044,-174.125,51261_pos,51771_pos
0.7811,-232.167,50855_pos,51771_pos
1,0,1709_pos,1709_pos
0.9153,25.122,21399_pos,24135_pos
0.768,-14.008,34998_pos,41514_pos
0.9259,-0.008,34304_pos,34998_pos
0.9243,-0.008,33156_pos,34998_pos
1,0,8574_pos,8574_pos
1,0,30864_pos,30864_pos
0.8665,-88.052,31325_pos,32186_pos
0.8059,-44.026,26546_pos,32186_pos
0.8079,0,26883_pos,32186_pos
0.8358,-44.026,22683_pos,32186_pos
0.9385,-88.053,13557_pos,14640_pos
1,0,20373_pos,20373_pos
0.9588,-88.052,46148_pos,48002_pos
1,0,2638_pos,2638_pos
1,0,29147_pos,29147_pos
1,0,41876_pos,41876_pos
1,0,35165_pos,35165_pos
1,0,18547_pos,18547_pos
1,0,18363_pos,18363_pos
0.9493,0.001,49109_pos,53246_pos
0.9636,0,53246_pos,53762_pos
0.7814,-56.026,633_pos,732_pos
0.8456,-42.011,732_pos,1883_pos
0.8456,-3.019,732_pos,1470_pos
0.8706,-2.016,732_pos,739_pos
1,0,51778_pos,51778_pos
1,0,47402_pos,47402_pos
1,0,52056_pos,52056_pos
1,0,44423_pos,44423_pos
0.734,-18.053,33773_pos,35621_pos
0.8932,-44.026,36180_pos,36382_pos
0.9177,0,38426_pos,44213_pos
0.9723,0,13954_pos,15830_pos
1,0,32454_pos,32454_pos
1,0,9964_pos,9964_pos
0.9483,0,4047_pos,11186_pos
0.9092,115.899,42673_pos,46720_pos
0.8667,-74.011,41689_pos,42673_pos
0.7914,-171.938,14089_pos,42673_pos
0.9529,1.997,41706_pos,42673_pos
0.8027,3.994,41740_pos,42673_pos
1,0,12768_pos,12768_pos
1,0,30363_pos,30363_pos
0.8402,17.954,14982_pos,46112_pos
0.9363,0,27378_pos,33838_pos
0.8012,-30.003,5860_pos,6619_pos
1,0,8491_pos,8491_pos
1,0,16871_pos,16871_pos
1,0,4596_pos,4596_pos
1,0,51660_pos,51660_pos
1,0,41090_pos,41090_pos
1,0,14041_pos,14041_pos
1,0,8378_pos,8378_pos
0.9087,61.053,47375_pos,47452_pos
0.919,-17.027,47452_pos,47481_pos
0.9009,193.132,47169_pos,47452_pos
1,0,35686_pos,35686_pos
0.9322,0,50374_pos,53075_pos
0.9374,0,50374_pos,54455_pos
1,0,47260_pos,47260_pos
0.8319,-120.079,10873_pos,16275_pos
1,0,54064_pos,54064_pos
1,0,10482_pos,10482_pos
1,0,37196_pos,37196_pos
0.9065,0,29603_pos,36592_pos
0.841,-56.026,2875_pos,4144_pos
0.8434,-14.016,2875_pos,5404_pos
0.8307,1.979,2875_pos,4439_pos
0.974,-44.026,10073_pos,10496_pos
0.793,30.011,45978_pos,48648_pos
0.8287,-56.063,36256_pos,47957_pos
0.9205,1.979,48305_pos,50293_pos
1,0,14027_pos,14027_pos
0.9643,-132.079,17658_pos,19633_pos
1,0,42694_pos,42694_pos
1,0,8209_pos,8209_pos
1,0,46180_pos,46180_pos
1,0,35718_pos,35718_pos
1,0,42523_pos,42523_pos
1,0,454_pos,454_pos
1,0,41040_pos,41040_pos
1,0,43818_pos,43818_pos
0.8379,-33.984,33876_pos,35424_pos
0.776,14.016,3599_pos,4704_pos
1,0,26229_pos,26229_pos
0.9429,0,30189_pos,39171_pos
0.9114,0,39171_pos,41321_pos
0.9431,0.008,17573_pos,39171_pos
0.964,0,33520_pos,39171_pos
1,0,25694_pos,25694_pos
1,0,35857_pos,35857_pos
1,0,14081_pos,14081_pos
0.9746,0,34862_pos,35868_pos
0.7462,0.036,16879_pos,17213_pos
1,0,1729_pos,1729_pos
1,0,8630_pos,8630_pos
0.7737,-0.223,10175_pos,10331_pos
0.7618,-44.835,9678_pos,10175_pos
0.9792,0,55440_pos,55552_pos
1,0,37126_pos,37126_pos
0.9217,-44.026,8506_pos,10119_pos
0.9223,-88.052,8506_pos,10968_pos
1,0,26324_pos,26324_pos
1,0,34675_pos,34675_pos
0.8831,50.016,46995_pos,48113_pos
1,0,989_pos,989_pos
1,0,25918_pos,25918_pos
0.8886,-72.058,31982_pos,36140_pos
0.7052,-10.02,31982_pos,46201_pos
0.8602,35.037,31982_pos,44121_pos
0.8833,18.011,31982_pos,42829_pos
0.8053,-182.094,31982_pos,48201_pos
1,0,25805_pos,25805_pos
0.9185,149.105,48735_pos,49063_pos
0.9167,-14.016,47375_pos,48735_pos
0.9417,88.053,48735_pos,48954_pos
0.841,-162.045,8091_pos,11279_pos
0.9644,17.027,48359_pos,48658_pos
0.9267,-0.036,35846_pos,41671_pos
0.8167,72.058,50559_pos,52368_pos
0.91,0,52368_pos,53664_pos
1,0,26925_pos,26925_pos
0.861,0,8602_pos,10244_pos
1,0,48397_pos,48397_pos
0.952,0,35293_pos,37869_pos
1,0,6251_pos,6251_pos
0.9102,-132.079,53781_pos,54395_pos
1,0,18929_pos,18929_pos
1,0,3396_pos,3396_pos
1,0,10894_pos,10894_pos
0.8591,-132.079,12976_pos,14483_pos
0.8524,-264.157,12976_pos,16591_pos
0.8813,-220.131,12976_pos,15379_pos
1,0,15468_pos,15468_pos
0.9767,-26.999,41628_pos,41724_pos
0.9772,-149.105,41481_pos,41628_pos
0.991,-44.026,41557_pos,41628_pos
0.9246,-44.026,5821_pos,6979_pos
1,0,12861_pos,12861_pos
0.8048,-88.053,30382_pos,31325_pos
0.7787,176.105,26883_pos,30382_pos
0.9096,0,13369_pos,16232_pos
1,0,39485_pos,39485_pos
1,0,48098_pos,48098_pos
1,0,38748_pos,38748_pos
1,0,50466_pos,50466_pos
1,0,27893_pos,27893_pos
1,0,11250_pos,11250_pos
0.894,-13.979,13585_pos,15035_pos
0.9436,-58.042,10515_pos,13585_pos
1,0,19279_pos,19279_pos
1,0,4686_pos,4686_pos
1,0,1892_pos,1892_pos
0.8252,-30.047,15679_pos,16532_pos
0.8363,-88.052,11828_pos,15679_pos
0.9494,-176.104,17581_pos,24130_pos
1,0,40258_pos,40258_pos
0.9214,-44.026,22456_pos,23640_pos
1,0,16066_pos,16066_pos
0.8524,-0.984,5911_pos,10620_pos
0.8717,-12,45674_pos,46329_pos
1,0,19798_pos,19798_pos
0.824,-18.011,4479_pos,6100_pos
0.822,-18.01,4479_pos,4480_pos
0.8215,-14.016,4405_pos,4479_pos
0.8772,-204.1,5046_pos,15332_pos
0.8445,-190.085,8059_pos,15332_pos
0.9007,-28.031,15332_pos,22822_pos
0.8445,-14.016,8560_pos,15332_pos
1,0,5817_pos,5817_pos
0.9003,-44.023,5343_pos,6322_pos
0.7491,-88.052,4416_pos,6322_pos
0.8402,27.995,5931_pos,9908_pos
0.7364,73.089,41891_pos,41898_pos
1,0,20538_pos,20538_pos
1,0,38050_pos,38050_pos
0.8401,-58.042,51381_pos,51584_pos
0.9505,-88.052,14965_pos,17091_pos
0.9549,-71.026,13200_pos,17091_pos
0.9514,-44.026,13234_pos,17091_pos
0.896,-44.026,6105_pos,7690_pos
0.7959,-13.98,6537_pos,7690_pos
0.9208,-56.062,33140_pos,50397_pos
1,0,45592_pos,45592_pos
1,0,45628_pos,45628_pos
1,0,38758_pos,38758_pos
0.8942,17.027,50491_pos,50501_pos
0.8111,270.158,16101_pos,19805_pos
0.8908,-114.068,10641_pos,16101_pos
0.8447,-226.168,11804_pos,16101_pos
1,0,2326_pos,2326_pos
1,0,287_pos,287_pos
0.85,-28.031,47890_pos,49331_pos
1,0,3287_pos,3287_pos
0.8347,0.036,41483_pos,49893_pos
0.78,-58.041,50855_pos,51261_pos
0.7348,-58.042,51261_pos,51492_pos
0.9859,-44.026,10870_pos,14527_pos
0.9796,-61.053,13775_pos,14527_pos
1,0,29764_pos,29764_pos
1,0,18982_pos,18982_pos
1,0,45943_pos,45943_pos
0.9324,0,6071_pos,8578_pos
1,0,4393_pos,4393_pos
0.897,-190.085,1942_pos,5861_pos
1,0,42808_pos,42808_pos
1,0,14336_pos,14336_pos
1,0,30311_pos,30311_pos
0.9502,0,54330_pos,54534_pos
0.9687,-88.052,17974_pos,19871_pos
0.9678,0,16471_pos,19871_pos
0.9746,-88.053,14923_pos,19871_pos
0.9706,-44.027,15744_pos,19871_pos
1,0,45473_pos,45473_pos
0.9017,-14.016,34124_pos,37411_pos
0.8911,-0.036,37411_pos,38794_pos
1,0,17936_pos,17936_pos
1,0,38599_pos,38599_pos
1,0,11148_pos,11148_pos
1,0,1616_pos,1616_pos
1,0,6504_pos,6504_pos
0.9614,-74.019,52001_pos,52766_pos
0.899,132.079,49063_pos,49239_pos
0.9069,-14.016,47924_pos,49239_pos
0.9474,-17.026,49239_pos,49246_pos
0.8961,-31.042,49239_pos,49977_pos
0.8524,176.105,48953_pos,49239_pos
0.9244,-58.042,42650_pos,44942_pos
1,0,51728_pos,51728_pos
0.8899,43.99,11804_pos,19805_pos
0.9417,16.031,55503_pos,55558_pos
0.9712,0,1_pos,55558_pos
0.9387,16.031,1350_pos,55558_pos
0.9381,-16.031,55558_pos,55561_pos
0.9238,-17.964,11403_pos,11618_pos
0.9177,-17.969,11403_pos,13497_pos
1,0,19976_pos,19976_pos
0.9326,-1.003,3563_pos,3687_pos
0.7736,4.021,3687_pos,4382_pos
0.9021,132.095,43011_pos,44188_pos
0.9248,-44.026,42969_pos,43011_pos
0.8904,-44.027,43011_pos,43883_pos
1,0,10992_pos,10992_pos
0.8065,-18.011,4405_pos,4407_pos
0.8425,-14.016,43952_pos,44808_pos
0.9859,0,42170_pos,43952_pos
1,0,14215_pos,14215_pos
1,0,33954_pos,33954_pos
1,0,49960_pos,49960_pos
1,0,48324_pos,48324_pos
1,0,2603_pos,2603_pos
1,0,40520_pos,40520_pos
1,0,34971_pos,34971_pos
0.8316,0,4068_pos,5446_pos
0.7933,-2.009,2694_pos,5446_pos
0.7915,-2.015,2808_pos,5446_pos
0.919,-0.003,4786_pos,5446_pos
1,0,2584_pos,2584_pos
1,0,38600_pos,38600_pos
1,0,25341_pos,25341_pos
1,0,19551_pos,19551_pos
1,0,9785_pos,9785_pos
1,0,42665_pos,42665_pos
1,0,8066_pos,8066_pos
1,0,26418_pos,26418_pos
1,0,23221_pos,23221_pos
1,0,29085_pos,29085_pos
0.9181,0,35946_pos,36897_pos
1,0,3052_pos,3052_pos
0.8592,20.133,51613_pos,51876_pos
0.8715,-4.137,51876_pos,51978_pos
1,0,55247_pos,55247_pos
0.8745,-116.083,49443_pos,50661_pos
0.8469,-21.982,5187_pos,5602_pos
0.976,88.051,8258_pos,13728_pos
0.8803,0.036,22881_pos,32013_pos
0.9151,0,15630_pos,22881_pos
0.8802,-0.036,11959_pos,22881_pos
1,0,21455_pos,21455_pos
0.8587,132.079,48233_pos,53664_pos
0.9137,44.026,48233_pos,48304_pos
0.8421,60.021,48233_pos,50559_pos
0.8145,-132.083,33943_pos,34638_pos
0.8089,-44.025,34638_pos,34977_pos
0.9496,-249.194,19320_pos,38568_pos
0.957,-75.069,19320_pos,27118_pos
0.9265,-44.026,10119_pos,10968_pos
0.9423,58.005,8746_pos,10968_pos
1,0,103_pos,103_pos
1,0,28370_pos,28370_pos
0.8411,-26.016,3606_pos,4976_pos
1,0,35768_pos,35768_pos
0.8432,-58.042,633_pos,739_pos
0.7902,-15.995,600_pos,633_pos
0.7898,-59.045,633_pos,1470_pos
1,0,48466_pos,48466_pos
0.9528,-14.016,45386_pos,54036_pos
0.9607,-14.016,45386_pos,53629_pos
1,0,38830_pos,38830_pos
0.9289,-45.058,6211_pos,6569_pos
0.7694,125.039,16873_pos,27912_pos
0.8364,188.116,26986_pos,27912_pos
1,0,22459_pos,22459_pos
0.7332,-308.186,33595_pos,34840_pos
0.9293,-44.027,34684_pos,34840_pos
0.9558,-218.115,14295_pos,28542_pos
0.9669,-14.016,25293_pos,28542_pos
0.9525,-218.115,16448_pos,28542_pos
0.9617,-28.031,16875_pos,28542_pos
0.9161,0,23111_pos,28556_pos
0.9056,-28.031,23111_pos,29620_pos
0.9665,0,17565_pos,20579_pos
